track_id,artist_location,latitude,longitude,cluster
TRAXWDS12903CEE35E,Sydney  Australia,-33.8548156,151.2164539,5
TRAPVYD12903CE0269,NORWAY,64.574131,11.5270102892,6
TRAHMIV128F14693DC,United Kingdom,54.7023545,-3.2765752,9
TRBDIOP128EF35F99C,Los Angeles  CA,34.0543942,-118.2439408,4
TRAEVRU128F4263351,Santa Monica  CA,34.0195598,-118.4869738,4
TRAJPPX128F4259FD4,London  England,51.5073219,-0.1276473,3
TRBHHUC128F4294C6F,CANADA - Ontario,50.0000002,-86.0,7
TRAKGDZ12903CE4867,LONG BEACH  California,33.7774658,-118.188487,4
TRBGCLK128F4237A50,Chiswick  London  England,51.4923137,-0.2638179,3
TRACBWX128F92FD725,Edmonton  Alberta  Canada,53.5343609,-113.5065084,8
TRAZVFJ128F9310CE2,Oxford  UK,51.752225,-1.2583027,3
TRACMHD128F931FB14,Helsinki  Finland,60.1666277,24.9435079,6
TRAFWRG128F4295089,Miami  Florida,25.7742658,-80.1936588,14
TRALMTD128E07862AC,Newark  NJ,40.735657,-74.1723666,7
TRBDTNY128F9327A10,England,52.7954791,-0.540240236617,3
TRAHCRI128F4255C6E,Paw Paw  WV,39.5321154,-78.4567384,7
TRAUODU128F9307467,Charlottesville  VA,38.029306,-78.476678,7
TRABRMJ128E0780E42,Poway  CA,32.9628234,-117.0358645,4
TRAPRQZ128F427E188,Calcutta  India,22.5677459,88.3476023,0
TRBHKKJ128F427A3B1,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218,14
TRBDDKF128F426BF7B,PHILADELPHIA  Pennsylvania,39.9523993,-75.1635898,7
TRAPESV128F92FE5E9,Shelby  North Carolina,35.2923513,-81.5356462,7
TRBAHBP128F42985D6,New Jersey,40.0757384,-74.4041621,7
TRAJFRJ128F9328FF1,Memphis  Tennessee,35.1490215,-90.0516284,1
TRAOJEW128F4294CBD,Mogadishu  Somalia,2.0427779,45.3385636,12
TRAATIU128F4291A84,Atlanta  GA,33.7490987,-84.3901848,1
TRBFUMI128F42B5731,New York  NY,40.7305991,-73.9865811,7
TRBAHID128F4278EAF,Barranquilla  Colombia,11.04667645,-74.8490503668,14
TRAQGNV128C7196894,Poway  CA,32.9628234,-117.0358645,4
TRBAYER128F933D3B7,Boston  MA,42.3604823,-71.0595677,11
TRAGWTT128F148CF2C,Gainesville  FL,29.67360855,-82.3234140624,1
TRBCANP128F92FA6B9,New York  NY,40.7305991,-73.9865811,7
TRAMIUD128E07825DB,Richmond VA,-32.8660751,151.499496964,5
TRAZWDT128F4241B14,Quantico  VA,38.5228755,-77.2901862045,7
TRAZVZJ128F92EF28A,San Francisco  CA,37.7792808,-122.4192362,8
TRAQKPR128F427DDF8,Centre,47.5490251,1.7324062,3
TRAGYDZ12903D0957F,Seattle  WA,47.6038321,-122.3300623,8
TRADXCF128EF357134,Dundee  Scotland,56.4593653,-2.9735212,9
TRANCSE128F93044F1,Barranquilla  Colombia,11.04667645,-74.8490503668,14
TRAEFDK128F1473B92,United States,39.7837304,-100.4458824,1
TRAOYHS128F427EF8B,Sacramento  CA,38.5815719,-121.4943995,8
TRAOEAQ12903CC26BD,Long Island  NY,40.8517821,-73.099185269,11
TRANIJQ128F4298A10,New York  NY,40.7305991,-73.9865811,7
TRBBILZ12903CB422C,San Francisco  CA,37.7792808,-122.4192362,8
TRBHBGB128F931E4CF,Philadelphia  Pennsylvania,39.9523993,-75.1635898,7
TRACSIE128F427F98E,The Bronx  New York,40.8527855,-73.8390537935,7
TRAEWLF128F42B1F89,Minneapolis  MN,44.9772995,-93.2654691,1
TRAWDWZ128F9340E55,Fairfax  California,37.9871455,-122.5888685,8
TRALJBT128F4266FD8,The Bronx  New York,40.8527855,-73.8390537935,7
TRBAXDP12903CD1922,Ukiah  CA,39.1501662,-123.207786,8
TRAEVRI128F93608F3,Chiswick  London  England,51.4923137,-0.2638179,3
TRACRON12903CB59E6,Columbus  OH,39.9622601,-83.0007064,7
TRBFJPO128F4295BE3,Barranquilla  Colombia,11.04667645,-74.8490503668,14
TRAJZCH128F933D2B7,Boston  MA,42.3604823,-71.0595677,11
TRAVUAJ128E078EDA2,Boston  MA,42.3604823,-71.0595677,11
TRBBMPH128F1469775,United Kingdom,54.7023545,-3.2765752,9
TRBGIDU128F4241A2E,Seattle  WA,47.6038321,-122.3300623,8
TRAQDZZ128F42AF66A,Memphis  TN,35.1490215,-90.0516284,1
TRAZCSY128F42683F2,California - LA,36.7014631,-118.7559973,4
TRANCCN128E0794B18,Los Angeles  CA,34.0543942,-118.2439408,4
TRAOWBP128F4257C64,Galveston  TX,29.299328,-94.7945881,1
TRAETTV12903CBBD09,Seattle  USA,47.6038321,-122.3300623,8
TRAASQC128F93480F0,Chicago,41.8755546,-87.6244211,1
TRASYIH12903D08529,Los Angeles,34.0543942,-118.2439408,4
TRBEKGR128F425DA44,Los Angeles  CA,34.0543942,-118.2439408,4
TRARMHA128F92E7D32,Los Angeles  CA,34.0543942,-118.2439408,4
TRABJWA128F9309C09,Helsinki  Finland,60.1666277,24.9435079,6
TRARHCB128F148D1B0,New Jersey,40.0757384,-74.4041621,7
TRANIVG128F1484DED,Los Angeles   New York,34.0143928,-117.8984509,4
TRAQITZ128F4265E0E,Kingsland  AR,33.8584369,-92.2940371,1
TRBCSDW128F424D686,Maine,45.709097,-68.85902,11
TRBHJJP128F145EA12,San Antonio  TX,29.4246002,-98.4951404,1
TRAFJVH128F42BC25E,Compton CA,33.8948824,-118.2260433,4
TRBEUKI128F9318306,Teoc  MS,33.5792862,-90.0553621,1
TRAKQXJ128F147A028,Ukiah  CA,39.1501662,-123.207786,8
TRACUCT128F422BC2F,Denver  CO,39.7348381,-104.965327,4
TRAGALM128F4236C86,Japan,36.5748441,139.2394179,13
TRARSZV12903CDB2DE,Hudsonville  MS,34.8612054,-89.375075,1
TRBACUF128F4247F8C,Minneapolis  MN,44.9772995,-93.2654691,1
TRBBVNR128E078E1E4,Los Angeles  CA,34.0543942,-118.2439408,4
TRAMKKJ128F1463612,NY - Long Island,40.8517821,-73.099185269,11
TRAVKJJ128F424DA32,Chicago  IL,41.8755546,-87.6244211,1
TRAMARM128E0796A50,Stillwater  OK,36.1156306,-97.0585716,1
TRAJIUK128F42668E6,Wisconsin,44.4308975,-89.6884636,1
TRAFZHK128F145E86B,Wilkes Barre  PA,41.2464824,-75.8817315,7
TRBDYIC128F92F1D17,Detroit MI,42.3486635,-83.0567374,7
TRAVRPL128F145E874,Wilkes Barre  PA,41.2464824,-75.8817315,7
TRAZEYQ12903C9D099,Beaumont  Texas,30.0860459,-94.101846,1
TRAYABW128F4235888,Berkeley  CA,37.8708393,-122.2728638,8
TRAAAEF128F4273421,London  England,51.5073219,-0.1276473,3
TRAWEIX128F14B0F05,Mt. Vernon  NY,40.9125992,-73.8370785,7
TRAVPHL128F424EAE1,Escatawpa  MS,30.49112175,-88.5513368812,1
TRAWHZK12903CB5A01,Columbus  OH,39.9622601,-83.0007064,7
TRABZRZ128F42628AD,London  England,51.5073219,-0.1276473,3
TRABYEY128F933773A,Pittsburgh  PA,40.4416941,-79.990086,7
TRAUXSO128F42B863C,Newcastle,54.9770924,-1.6142058,9
TRBFSNP128F14572B5,California - LA,36.7014631,-118.7559973,4
TRANMOT128F92EFF19,Cross Lane  WV,39.180181,-81.7331799,7
TRBBJAJ128F425DA40,Los Angeles  CA,34.0543942,-118.2439408,4
TRAYQKQ128F1491182,London  England,51.5073219,-0.1276473,3
TRAEMNZ128F9334662,Boston  MA,42.3604823,-71.0595677,11
TRAUCZX128F149D9AE,Vidor  TX,30.1316001,-94.0154541,1
TRANRFB128F1481F1E,Batley  England,53.716564,-1.6363855,9
TRACFZI128E0795424,California,36.7014631,-118.7559973,4
TRABOXX128F92F29EB,Minnesota,45.9896587,-94.6113287,1
TRABVWG128F9359323,Los Angeles  California,34.0543942,-118.2439408,4
TRAYGHE12903CD213E,Braintree  Essex  England,51.8790108,0.5501584,3
TRAXPHE128F92F4100,Middlesbrough  England,54.5760419,-1.2344046,9
TRABJIX128C7196953,London,51.5073219,-0.1276473,3
TRAPTRH128F4271659,Beaumont  Texas,30.0860459,-94.101846,1
TRARIZK128F92FF27A,Garnant  Wales,51.7953874,-3.8911244,9
TRBEYJR128F4292651,Severn  MD,39.1278864,-76.6869127,7
TRAQEOP12903CA65E2,Barranquilla  Colombia,11.04667645,-74.8490503668,14
TRBALIJ128F14884B5,Muskegon  MI,43.2341813,-86.248392,1
TRAFRKU128F933CE16,Atlanta  GA,33.7490987,-84.3901848,1
TRARJPL128F931C7D2,Salt Lake City  UT,40.7670126,-111.8904307,4
TRAQQHJ128F9345DC3,Chicago,41.8755546,-87.6244211,1
TRACHKX128F934B07A,Stockholm,59.3251172,18.0710935,6
TRBHKKK128F427E9FF,Escatawpa  MS,30.49112175,-88.5513368812,1
TRAKOEB128F1478783,Chicago,41.8755546,-87.6244211,1
TRAWRHQ128F1495E6B,Niteroi  Brazil,-22.883237,-43.1154551,2
TRAQEUQ128F425282E,POLAND,52.0977181,19.0258159,6
TRALNOD128F4264AEB,Santa Monica  CA,34.0195598,-118.4869738,4
TRAMFFW128F4263AD7,London  England,51.5073219,-0.1276473,3
TRAHORF12903CDA9FB,Corte Madera CA,37.9254806,-122.5274754,8
TRARKGW128F92EB8F9,NL,26.1630556,94.5884911,0
TRAPAZE128F4233355,Pittsburgh  PA,40.4416941,-79.990086,7
TRANRWM128F42873F9,Tempe  AZ,33.4144139,-111.9094473,4
TRADGXI128F92EF28F,San Francisco  CA,37.7792808,-122.4192362,8
TRAPLMD128F932FF43,Los Angeles  CA,34.0543942,-118.2439408,4
TRAASUZ128F9314950,Bakersfield  CA,35.3738712,-119.0194638,4
TRATJSR128F4266791,The Bronx  New York,40.8527855,-73.8390537935,7
TRARANL128F1478789,Chicago,41.8755546,-87.6244211,1
TRBFVZI128F147FCAF,Chiswick  London  England,51.4923137,-0.2638179,3
TRAYJHF128F4294CB8,Mogadishu  Somalia,2.0427779,45.3385636,12
TRAIPST128F9302AE9,St. Joseph  MO,39.7686055,-94.8466321,1
TRAZXDC128F429874E,Kingston  Jamaica,17.9712148,-76.7928127,14
TRAMBBV128F9337714,Pittsburgh  PA,40.4416941,-79.990086,7
TRAAPPQ128F14961F5,Athens  GA,33.9595974,-83.3766779,1
TRAWLGG128F42884CA,Atlanta  GA,33.7490987,-84.3901848,1
TRAHCHN128F4276D58,Arles  France,43.6776223,4.6309653,3
TRBFBUO128F42A3DED,Eskilstuna  Sweden,59.3717379,16.5051474,6
TRAYKOC128F930D2B8,Boston  MA,42.3604823,-71.0595677,11
TRAUVUF128F148D1AA,New Jersey,40.0757384,-74.4041621,7
TRAWTGS128F14569A8,London  England,51.5073219,-0.1276473,3
TRBFBOG128F9356C6E,allentown Pennsylvania USA,40.6022059,-75.4712793,7
TRAAXUY128F426BA55,Los Angeles  CA,34.0543942,-118.2439408,4
TRABHVL128F92EFB0E,Bridgend  South Wales  UK,51.4968369,-3.5658028,3
TRAWDLK128EF342E1E,Newark  NJ,40.735657,-74.1723666,7
TRAEXHW128F92E2602,Geneva  NY,42.8689552,-76.9777435,7
TRADAYS12903CDBE0F,Greenwood  MS,39.60903665,-86.1070449882,1
TRBFRZX128F9341EAE,East Flatbush  Brooklyn  NY,40.6537148,-73.930415,7
TRAWSXV128F4273E35,Queensbridge  NY,40.75514545,-73.9449784413,7
TRACCVZ128F4291A8A,Atlanta  GA,33.7490987,-84.3901848,1
TRBFWSP128F92F29B4,GERMANY,51.0834196,10.4234469,6
TRAQOXO128F42636BD,London  England,51.5073219,-0.1276473,3
TRADODV128F4283EB6,Queensbridge  NY,40.75514545,-73.9449784413,7
TRAWGLP128F92DE5AD,LOS ANGELES  California,34.0543942,-118.2439408,4
TRARIRG128F147FC96,Chiswick  London  England,51.4923137,-0.2638179,3
TRAGHBP128E0793AF7,London  England,51.5073219,-0.1276473,3
TRAXWQU128F42716E2,Seymour  IN,38.9592201,-85.8902546,1
TRANCOS128F4267DFB,Borlänge,60.4856426,15.4234561,6
TRBADGN128F42AA534,Cádiz,36.5298292,-6.2925678,3
TRAXJHG128F427EA02,Escatawpa  MS,30.49112175,-88.5513368812,1
TRBCCAJ128F148CBBB,allentown Pennsylvania USA,40.6022059,-75.4712793,7
TRATZQS128F1467D4B,Georgia,32.3293809,-83.1137365,1
TRAAIAE128F42AC53D,Medicine Lodge  KS,37.2811339,-98.5803609,1
TRABXVE128F4284AFC,Forest Hills  Queens  New York City  NY  USA,40.7232458,-73.8466131103,7
TRBGMJF128F425E8EA,Los Angeles  CA,34.0543942,-118.2439408,4
TRAWVNL128F9327983,England,52.7954791,-0.540240236617,3
TRAPJPD128F14572B3,California - LA,36.7014631,-118.7559973,4
TRAGJPA128F92F9665,Dublin  Ireland,53.3497645,-6.2602731,9
TRANZIL128F42A2670,Locust Ridge  TN,35.6561818,-86.2952707,1
TRBAHEH128F9327D39,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218,14
TRAKYWY128F9310CF4,Oxford  UK,51.752225,-1.2583027,3
TRBAWKB128F931BAEE,Minnesota,45.9896587,-94.6113287,1
TRBCNWM128F92D50EC,Queens  NY,40.6524927,-73.7914213158,7
TRAVLWL128F424EF6A,Stillwater  OK,36.1156306,-97.0585716,1
TRAEHXW128F146F3C5,Houston  TX,29.675779,-95.4021585102,1
TRAQLOD128F145EC9D,Madrid  Spain,40.4167047,-3.7035824,3
TRADKDX128F9320676,Seattle  WA,47.6038321,-122.3300623,8
TRACRTS128F9300F7E,Washington  D.C.,38.8949549,-77.0366455,7
TRALRTY128F428BE43,Atlanta  GA,33.7490987,-84.3901848,1
TRAXDAH128F422BBFC,Providence  RI,51.4325529,-2.6640438,3
TRAGNBQ128F149CB93,Wilmette  IL,42.0770909,-87.7238935,1
TRASDGG128F933EDE2,Pittsburgh  PA,40.4416941,-79.990086,7
TRBAIKM12903CBCF21,Regina  Saskatchewan  Canada,50.4480951,-104.615818,8
TRBETHV128F429722F,Cádiz,36.5298292,-6.2925678,3
TRAKCFG128F149D9B7,Vidor  TX,30.1316001,-94.0154541,1
TRAZVYP128F1459AD9,London  England,51.5073219,-0.1276473,3
TRAKMUO128F4215890,Madrid  Spain,40.4167047,-3.7035824,3
TRAPNII12903CEA4F8,England,52.7954791,-0.540240236617,3
TRBCJUF128F93190C2,LDN,50.10649545,14.4009095531,6
TRAZLLR128F42A8DCC,United States,39.7837304,-100.4458824,1
TRBHEBY128F148CF2B,Gainesville  FL,29.67360855,-82.3234140624,1
TRAWKPT128E0795428,California,36.7014631,-118.7559973,4
TRAUYZG12903CDA4E9,Sayreville  NJ,40.4592726,-74.3609821,7
TRBGZLM128F4221E63,Gainesville  FL,29.67360855,-82.3234140624,1
TRBFIAK128E07823AA,Wales,52.2928116,-3.7389299,9
TRAKXMS12903CB36F2,Charlottesville  VA,38.029306,-78.476678,7
TRADRNN128F92F7172,Chicago  IL,41.8755546,-87.6244211,1
TRATAIB128F92E81CB,Santa Barbara,34.4098107,-119.6970238,4
TRBFNBC12903CA9800,Atlanta  GA,33.7490987,-84.3901848,1
TRAFUWI128F934C730,Antarctica,-82.1081819,34.378236,10
TRAOSFC128F42618F6,New Orleans  LA,29.9499323,-90.0701155,1
TRANLJA128F42A5379,Locust Ridge  TN,35.6561818,-86.2952707,1
TRAMRFE128F4267DF3,Borlänge,60.4856426,15.4234561,6
TRANWOF12903CB3E19,Los Angeles  CA,34.0543942,-118.2439408,4
TRBGHND128E079438C,New York  NY,40.7305991,-73.9865811,7
TRAQEOG128F9353981,Syracuse  NY,43.0481221,-76.1474243,7
TRAIBXJ128F4260700,Queens  NY,40.6524927,-73.7914213158,7
TRAMFRD128E07833DA,Locust Ridge  TN,35.6561818,-86.2952707,1
TRARIIY128F147187D,New York  NY,40.7305991,-73.9865811,7
TRAGPAF128EF34542A,Long Island  NY,40.8517821,-73.099185269,11
TRBBVSO128F9341C12,Medicine Lodge  KS,37.2811339,-98.5803609,1
TRALDUE128F9312AF2,Dundee  Scotland,56.4593653,-2.9735212,9
TRAPJFL128F42AA7B4,Seattle  WA,47.6038321,-122.3300623,8
TRASAIH128F931F567,Orange  CA,33.7500378,-117.870493,4
TRAQVOG128F9340E58,Fairfax  California,37.9871455,-122.5888685,8
TRAJNWY128E078907F,Melbourne  Australia,-37.8142175,144.9631608,5
TRAPQNA128F93000EB,Gore  VA,39.2639911,-78.3319493,7
TRAKXIR128F92CF85A,Cleveland  TN,35.1595182,-84.8766114,1
TRASLHI128EF343C84,London  England,51.5073219,-0.1276473,3
TRBCUPT128F1462B73,Orange  CA,33.7500378,-117.870493,4
TRBBGQN128F9310CBE,Oxford  UK,51.752225,-1.2583027,3
TRAFLZY128F148959F,New Jersey,40.0757384,-74.4041621,7
TRAHXGG128F9350452,Bakersfield  CA,35.3738712,-119.0194638,4
TRAROQC128F4273979,Barranquilla  Colombia,11.04667645,-74.8490503668,14
TRATTNI128E0799697,Nashville  TN,36.1622296,-86.774353,1
TRANBMY128F426416A,Queens  NY,40.6524927,-73.7914213158,7
TRAVMXD12903CBBD0B,Seattle  USA,47.6038321,-122.3300623,8
TRBHIJC128F92E55E2,Greenwood  MS,39.60903665,-86.1070449882,1
TRBHAAK128F92E27BF,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218,14
TRATDDF128F4294E6A,Eskilstuna  Sweden,59.3717379,16.5051474,6
TRBAAOT128F4261A18,Sayreville  NJ,40.4592726,-74.3609821,7
TRAZACV128F426983D,Glasgow  Scotland,55.856656,-4.2435816,9
TRAFBVU128F426B3F6,Oslo  Norway,59.9132694,10.7391112,6
TRBCPXR128F42AC544,Medicine Lodge  KS,37.2811339,-98.5803609,1
TRASCWR12903CCC575,Seattle  USA,47.6038321,-122.3300623,8
TRBBEGG128F9314BAA,Medicine Lodge  KS,37.2811339,-98.5803609,1
TRBGBGO128F4264203,Wisconsin,44.4308975,-89.6884636,1
TRBHQHN128F148A1B3,Amherst  MA,42.3803676,-72.5231429,11
TRBBVBM128F4276D82,Glasgow  Scotland,55.856656,-4.2435816,9
TRBIAVU128EF3493BA,Paw Paw  WV,39.5321154,-78.4567384,7
TRATDLH128F93384B0,LDN,50.10649545,14.4009095531,6
TRABBXU128F92FEF48,Hamtramck  MI,42.3928151,-83.0496437,7
TRAUNEL128F1467D5C,Georgia,32.3293809,-83.1137365,1
TRAIWZZ128F9306AFF,Bakersfield  CA,35.3738712,-119.0194638,4
TRARVZG128F1497359,BAKERSFIELD  California,35.3738712,-119.0194638,4
TRBBYDT128F14805B4,Chiswick  London  England,51.4923137,-0.2638179,3
TRBDLLL128F9331D6E,St. Louis  MO,38.6272733,-90.1978888,1
TRAZZQC128F427A0F5,Boston  MA,42.3604823,-71.0595677,11
TRBDVVT128F4279D11,Los Angeles CA,34.0543942,-118.2439408,4
TRAGVAO128F4289B5D,Queensbridge  NY,40.75514545,-73.9449784413,7
TRBFIUJ12903CFEB7C,City of Angels,34.0543942,-118.2439408,4
TRBGRIP128F147FCA6,Chiswick  London  England,51.4923137,-0.2638179,3
TRALDDK128F9300AC5,Orange  CA,33.7500378,-117.870493,4
TRBFYJE128F14A8ABF,Birmingham  England,52.4776875,-1.8948515,3
TRAKKOH128F42AF40E,The Bronx  New York,40.8527855,-73.8390537935,7
TRAPPUN128F429400B,Seattle  WA,47.6038321,-122.3300623,8
TRAPCHT128F4239830,Orlando  FL,28.5479786,-81.4127840856,1
TRACOHQ128F424C5EF,Cleveland  OH,41.5051613,-81.6934445,7
TRBIFOK128EF362D20,Los Angeles  CA,34.0543942,-118.2439408,4
TRAIWNA128F145E2CD,Batley  England,53.716564,-1.6363855,9
TRADXCO128F426B26D,NY - New York City,40.7305991,-73.9865811,7
TRABLLK128F428FFAF,Liverpool  England,53.4054719,-2.9805392,9
TRAZWGV128F425DA7C,Vidor  TX,30.1316001,-94.0154541,1
TRBFNMG128F4278109,Boston  MA,42.3604823,-71.0595677,11
TRAXJVO128F42AC534,Medicine Lodge  KS,37.2811339,-98.5803609,1
TRASYVP12903D09590,Seattle  WA,47.6038321,-122.3300623,8
TRAFKRE128F932002B,Baltimore  MD,39.2908608,-76.6108072,7
TRBIBAQ128F93279F5,England,52.7954791,-0.540240236617,3
TRAPMRV128F92F5F4C,Austin  TX,30.2711286,-97.7436994,1
TRAGQBY128F42635B7,London  England,51.5073219,-0.1276473,3
TRAGFVT128F92ECB5D,Manchester  England,53.4791301,-2.2441008,9
TRAONPF128F42480A7,Lynchburg  VA,37.40088,-79.1844922946,7
TRAKTWZ128EF35E206,Los Angeles   New York,34.0143928,-117.8984509,4
TRAURRP128F4261B94,Austin  TX,30.2711286,-97.7436994,1
TRALROP128F92CA9CC,Seattle  WA,47.6038321,-122.3300623,8
TRAJFDU128F426A5F4,Newcastle,54.9770924,-1.6142058,9
TRAMPCW128F92CC022,Forest Hills  Queens  New York City  NY  USA,40.7232458,-73.8466131103,7
TRAPGKY128F42972A9,St. Catharines  ON  Canada,43.1654193,-79.2391708,7
TRASSZI128F146EC5F,Dundee  Scotland,56.4593653,-2.9735212,9
TRBFPRL128F14569B9,London  England,51.5073219,-0.1276473,3
TRASDYA128F425E84F,Fairfax  California,37.9871455,-122.5888685,8
TRALQGZ128F146F500,Scotland,56.7861112,-4.1140517,9
TRAUSHD128E0795347,Sayreville  NJ,40.4592726,-74.3609821,7
TRAPGOZ128F933A945,Fargo  ND,46.8772292,-96.7898209,1
TRBBTUD128F42A10A3,POLAND,52.0977181,19.0258159,6
TRBATEY128F4285370,McLellan  FL,30.9865707,-86.8863502,1
TRAZYVR128F4280A24,Long Island  NY,40.8517821,-73.099185269,11
TRAMTYX128F42985D0,New Jersey,40.0757384,-74.4041621,7
TRADCIM128F427A3A1,Croix-des-Bouquets   Haiti,18.5775444,-72.2296218,14
TRAAQCK128F92E8C33,LDN,50.10649545,14.4009095531,6
TRAGHJX128F426F76F,Duluth  MN,46.7729322,-92.1251217,1
TRANEMQ128F42A10A8,POLAND,52.0977181,19.0258159,6
TRAEOBA12903CAFAB0,London  England,51.5073219,-0.1276473,3
TRAEVHU128F92D9EA0,Houston  Texas,29.7589382,-95.3676973,1
TRADFII128F931FC9F,Los Angeles  CA,34.0543942,-118.2439408,4
TRANTAD128F92FD042,Calcutta  India,22.5677459,88.3476023,0
TRAPQQI128F1460D64,Los Angeles  California,34.0543942,-118.2439408,4
TRAUXSK128F427C58D,Pittsburgh  PA,40.4416941,-79.990086,7
TRBFRFR128E0781C86,Gainesville  FL,29.67360855,-82.3234140624,1
TRADJGI128F148B0F6,Fargo  ND,46.8772292,-96.7898209,1
TRADFID128F4267231,Newcastle,54.9770924,-1.6142058,9
TRANPWV128F9341281,POLAND,52.0977181,19.0258159,6
TRAPHZT128F147A02B,Ukiah  CA,39.1501662,-123.207786,8
TRBDDTT128F4291192,New Orleans  LA,29.9499323,-90.0701155,1
TRALNJR128F145AC96,New York  NY,40.7305991,-73.9865811,7
TRALPKG12903CDCA8A,London  England,51.5073219,-0.1276473,3
TRAFCWJ128F42515AE,Teoc  MS,33.5792862,-90.0553621,1
TRBGNNC128F148D427,allentown Pennsylvania USA,40.6022059,-75.4712793,7
TRAWAXV128F92E075C,Minneapolis  MN,44.9772995,-93.2654691,1
TRAUOUZ128E078F8BB,Compton  California,33.8948824,-118.2260433,4
TRBHEVR128F4263CE0,Wisconsin,44.4308975,-89.6884636,1
TRAJHHE128F146815C,Gilmer  TX,32.7287472,-94.9424378,1
TRBCGKB12903CC0031,Batley  England,53.716564,-1.6363855,9
TRACBWP128C7196948,Escatawpa  MS,30.49112175,-88.5513368812,1
TRADFXD128F424694C,Borlänge,60.4856426,15.4234561,6
TRASAQI128F426EEA3,Duluth  MN,46.7729322,-92.1251217,1
TRAPHAH128F42677A4,The Bronx  New York,40.8527855,-73.8390537935,7
TRBGCAK128F425F3CC,Braintree  Essex  England,51.8790108,0.5501584,3
TRAMUUZ128F933CA08,allentown Pennsylvania USA,40.6022059,-75.4712793,7
TRBDIMX128F147A307,Niteroi  Brazil,-22.883237,-43.1154551,2
