track_id,genre,artist_location,latitude,longitude,cluster
TRAWBOE128F92F2F46,Rock,Seattle/ WA,47.60356,-122.32944,0
TRAKWXV128F42889FB,Rock|Metal,Newbury Park/ CA,34.18806,-118.94151,0
TRAEBXS128F429933A,Pop,Kentwood/ LA; Los Angeles/ CA,34.05349,-118.24532,0
TRBBYOI128F4256732,Punk,Los Angeles/ CA,34.05349,-118.24532,0
TRAUZVU12903CC050D,Rock|Pop,Queens/ NY,40.7038,-73.83168,7
TRAACER128F4290F96,Metal,Morris Plains/ NJ,40.82624,-74.47995,7
TRAJMEL128F4262B4A,Rock|Blues,Austin/ TX,30.2676,-97.74298,1
TRAXGVY128F933E9C9,Rock|Blues,Walker-on-Tyne/ England,54.97938,-1.54508,8
TRASZQB12903CAAE1B,Rock|Folk,Gothenburg/ Sweden,57.70133,11.96689,4
TRAJHCS128F93192B5,World|Rock,S�/ France,46.71067,1.71819,8
TRAQJMP128F92E3821,Rock,UK,54.31407,-2.23001,8
TRARMUI128F147162F,Rock|Punk,Woking/ Surrey/ England,51.31476,-0.56623,8
TRAUOXB128F146573B,Rock,Washington/ England,54.89814,-1.53179,8
TRABIPA128F1458F79,Rock,London/ England,51.50632,-0.12714,8
TRAXBUJ128F4247432,RnB|Pop,Houston,29.76045,-95.36978,1
TRALOBE12903CDA6C5,Electronic,Earth,34.23294,-102.4102,1
TRAXUBG128F9332164,Rock,Tacoma/ WA,47.25513,-122.44165,0
TRACBWQ128F92F2B91,Blues,Columbus/ GA,32.46292,-84.98763,13
TRABYAR128F931B1A4,Blues,Ukiah/ CA,39.15093,-123.2079,0
TRAQRRD128F425F8E7,Pop,Paris/ France,48.85692,2.34121,8
TRBARSX12903D03AE5,RnB,Ibadan/ Nigeria,7.37884,3.89527,6
TRBBHFE12903CA5EEB,Rock,Madison/ WI,43.07295,-89.38669,12
TRASQCW12903CA07D9,Rock,Muswell Hill/ London/ England,51.59109,-0.14858,8
TRBCWPC128F42438DF,RnB|Rock,Minneapolis/ MN,44.97903,-93.26493,12
TRANIPA128F93151A2,RnB|Jazz,East Orange/ NJ,40.76099,-74.20991,7
TRAWODX128F42AC413,Pop|RnB,Cork/ Ireland,51.89834,-8.47277,8
TRAMBHU128F425A620,Pop|Rock,Newton-le-Willows/ Merseyside/ England,53.45644,-2.63265,8
TRATFEN128F14A3A6E,Country|Pop,Chickasaw County/ MS,33.90698,-88.95535,13
TRBEFJE128F932139E,Pop,Dublin/ Ireland,53.34376,-6.24953,8
TRADNRG128F4295A0E,Country,Brownsville/ TX,25.89958,-97.49553,1
TRADWAU128F145622F,Rock,Birmingham,52.47859,-1.9086,8
TRBBHUW128F429476F,Rap,Germany,51.16418,10.45415,4
TRBFICL12903C9CE02,Rock,London/ England,51.50632,-0.12714,8
TRBEUMG128F422305C,RnB,Austin,30.2676,-97.74298,1
TRAJLEC128F93385A1,World|Rock,Paris/ France,48.85692,2.34121,8
TRAABLR128F423B7E3,Rock,Toronto/ Ontario/ Canada,43.64856,-79.38533,7
TRAHZIL12903CF1DC2,Blues,Marlin/ TX,31.30627,-96.89774,1
TRAXLLN128F428B982,Punk|Rock,New York/ NY,40.71455,-74.00712,7
TRAZOEU128F92E28DD,Rock|RnB,New York/ New York,40.71455,-74.00712,7
TRBFOEA128F425D2DB,Rock,Berkeley/ CA,37.8695,-122.2705,0
TRATWYC12903CE60D6,Rock|Metal,Morris Plains/ NJ,40.82624,-74.47995,7
TRARSKA128F9336A04,Pop,Kentwood/ LA; Los Angeles/ CA,34.05349,-118.24532,0
TRAADLH12903CA70EE,Rock,Detroit/ MI,42.33168,-83.04792,13
TRBBIBE128F4226E29,Rock,Ghent/ Belgium,51.05563,3.72856,8
TRANPHV128F9344CC3,Punk,Santa Barbara/ CA,34.41925,-119.69887,0
TRATQDK128F1489B3E,Punk,Hermosa Beach/ CA,33.86404,-118.39535,0
TRBBOPV12903CFB50F,Pop,New York/ NY [The Bronx],40.71455,-74.00712,7
TRADZQV128F14A5760,RnB|Pop,Bellhaven/ NC,35.21962,-80.01955,13
TRAQYUA128F428742F,Blues,Rossville/ Tennessee (Lived in Como/ Mississippi),34.51042,-89.94049,13
TRADRHX12903CCD1DF,Country,Humboldt/ TN,35.82213,-88.91599,13
TRACXGH128F931686C,Rock,Dayton/ OH,39.75911,-84.19444,13
TRBDUXD128F148328A,Pop,Hacienda Heights/ CA,33.99363,-117.97092,0
TRBGKJU128E079851F,Country,Dayton/ OH,39.75911,-84.19444,13
TRBCBXZ128F14628C3,Pop,Newcastle/ England,54.97791,-1.61237,8
TRAUFLM128F42AECDC,Pop,Kentwood/ LA; Los Angeles/ CA,34.05349,-118.24532,0
TRAZSRV128F1452866,Rock,Dublin/ Ireland,53.34376,-6.24953,8
TRABPUI12903CF22CE,Metal|Rock,H�enlinna/ Finland,64.95014,26.06739,4
TRALKHJ128F92E9D36,Country,Spring Fork/ MO,38.57842,-93.2393,12
TRBBUCK128F42AFAD6,Rap,Harlem/ New York/ NY,40.8079,-73.9454,7
TRAMFHI12903CB4349,Metal,New Orleans/ LA,29.95369,-90.07771,1
TRBCGXN128F148C0CD,Rock,Queens/ NY,40.7038,-73.83168,7
TRARODV128F1460DBC,Rock,Philadelphia/ PA,39.95227,-75.16237,7
TRAZRBR128E0782989,Rock,Wangaratta/ Victoria/ Australia,-36.35484,146.32611,2
TRBEQFT128F4238A28,Reggae,YAHD!,39.49974,-111.54732,0
TRAZWTT128F935AA16,Metal|Rock,Lund/ Sweden,55.70622,13.1876,4
TRAXRSK128F42B44D2,Rock,Los Angeles/ Ca,34.05349,-118.24532,0
TRAKMGY128F4269E37,Country,Los Angeles/ CA,34.05349,-118.24532,0
TRARSAM128F4256E04,Metal|Rock,Norrtälje,59.75952,18.70249,4
TRBHQUM128F9309DE1,Rock|Electronic,Birmingham/ England,52.47859,-1.9086,8
TRAXZSJ128F145B3B0,Rock,England,52.88356,-1.97406,8
TRAIVMM128F4266056,Blues,Los Angeles/ CA,34.05349,-118.24532,0
TRABWPT128F42B06CC,Blues,Los Angeles/ CA,34.05349,-118.24532,0
TRALENK128F92F39E9,Punk,California - LA,34.05349,-118.24532,0
TRALPQV128F424F989,Pop,Berlin/ Germany,52.51607,13.37698,4
TRAIZQI128F42A51F9,Reggae,Brooklyn/ NY,40.65507,-73.94888,7
TRAFYYU128F4229376,Rock|Metal,Buffalo/ New York,42.88544,-78.87846,7
TRBEHFA128F145B3DA,Rock,England,52.88356,-1.97406,8
TRAHBQT128F4213403,Rap,Davis/ CA,38.54666,-121.74477,0
TRAEQQE128F42920E3,Country,Dry Ridge/ KY,38.68193,-84.59431,13
TRAVLXZ128F42A22E4,Country,Galloway/ Panola County/ TX,32.20049,-94.35887,1
TRBDCAH128EF362D31,Rap,Los Angeles/ CA,34.05349,-118.24532,0
TRAWEDC128F14A2EBA,Rock,San Francisco Bay Area,37.87869,-121.94345,0
TRBDLRT128F4296B2F,Rap,Georgia,32.67828,-83.22295,13
TRAYMFR12903D09540,Rock|Country,Dry Ridge/ KY,38.68193,-84.59431,13
TRARBJW128E0788A1A,Rock,Manchester/ England,53.4796,-2.24881,8
TRAWCQE128F14676AC,Rock,NORTH FORT MYERS/ Florida,34.05349,-118.24532,0
TRAIYDL128E0791583,RnB|Pop,St Michael/ Barbados ,13.11199,-59.59895,9
TRAMTFQ128F9352EDB,Metal,Nordrhein-Westfalen,51.42721,7.66379,8
TRAAJJG128F4284B27,Rock,Lansing/ MI,42.73383,-84.59334,12
TRAIKBB128F428AD73,Country,Elkhart/ IN,41.68676,-85.97567,12
TRAHJCI128F92FFB38,Rap|Rock,Harlem/ New York/ NY,40.8079,-73.9454,7
TRAEARU128E0781A02,Rock,London/ UK,51.50632,-0.12714,8
TRBFTJP128F426AC3F,Rock,England,52.88356,-1.97406,8
TRAAOJI128F1458DCD,Rock,London/ England,51.50632,-0.12714,8
TRAYLRT128F42605AF,Rock,Lansing/ MI,42.73383,-84.59334,12
TRAVWTN128F425D2D5,Rock,Berkeley/ CA,37.8695,-122.2705,0
TRABKBS128F42823EC,Rock,Chino Hills/ CA,33.99604,-117.75801,0
TRABAFJ128F42AF24E,Pop,Orlando/ FL,28.53823,-81.37739,13
TRBFJKU12903CEDB0C,Rock,San Antonio/ TX,29.42449,-98.49462,1
TRAPYVH128F428CFD7,Rock|Metal,Providence/ RI,41.82387,-71.41199,7
TRAWFCM12903CBE6FA,Rock,Latvia,56.87546,24.6075,4
TRAYICR128F4282520,Pop,CANADA - Ontario,49.38426,-84.75627,12
TRAKLML128E07999DA,RnB,London,51.50632,-0.12714,8
TRANEQB128F4284978,World|Pop,Ireland,53.41961,-8.24055,8
TRATBGP128F1482545,Rock,Manchester/ England,53.4796,-2.24881,8
TRANYAM12903CD9CFC,Rock,Houma/ LA,29.59733,-90.71913,1
TRARYCL128F1456224,Rock,Birmingham,52.47859,-1.9086,8
TRAASFP128F42980BD,Pop|Electronic,Sevenoaks/ United Kingdom,51.27562,0.17898,8
TRAPDQG128F93018C0,Metal|Rock,Atlanta/ GA,33.74831,-84.39111,13
TRAHUQT128F4281228,Rock,Hanna/ Alberta/ Canada,49.26044,-123.11403,0
TRABXPR128F92F27FE,Rock,Ohsawa/ Ontario,43.72233,-90.59239,12
TRBHLDQ128F423EF10,Rock,Nashville / Los Angeles,42.33168,-83.04792,13
TRASWIV128E0788A84,Rock,Chicago/ IL,41.88415,-87.63241,12
TRACTHF128F4295A22,Country|Rock,Brownsville/ TX,25.89958,-97.49553,1
TRACTUH128F92C93A3,Rock,Brooklyn/ NY,40.65507,-73.94888,7
TRARQSD128F427E2AA,Rock,Seattle/ WA,47.60356,-122.32944,0
TRAHKMS128F934B09E,Rock|Metal,Los Angeles/ CA,34.05349,-118.24532,0
TRADQBK128F92E8B5F,Rock,Nashville/ TN,36.16778,-86.77836,13
TRAURRO128F1489B2C,Punk|Rock,Hermosa Beach/ CA,33.86404,-118.39535,0
TRBEFQB128F932138A,Folk|Pop,Dublin/ Ireland,53.34376,-6.24953,8
TRBHNUB12903CC2475,Rock,Mass. - Boston,42.31256,-71.08868,7
TRAGKTN128F933C68B,Rock,Toronto/ Ontario/ Canada,43.64856,-79.38533,7
TRAZYQF12903CE3DA5,Rock,Venus,27.10442,-81.33231,13
TRAECWI128F4226133,Rock,New York,40.71455,-74.00712,7
TRAWNOH128F4287513,Rock,Glasgow ,55.8578,-4.24251,8
TRAWOCY128F145B051,Pop|Rock,New York/ NY,40.71455,-74.00712,7
TRACUCQ128F92FFBF7,RnB,Ibadan/ Nigeria,7.37884,3.89527,6
TRANRGP128F1465737,Rock,Washington/ England,54.89814,-1.53179,8
TRASHSN12903CA9E34,RnB,Harlem/ New York,40.8079,-73.9454,7
TRAMEBP12903CD7EEA,Rock,New York/ NY,40.71455,-74.00712,7
TRAKBON128F9311039,Rock,London/ England,51.50632,-0.12714,8
TRBEIYU128F92E88A9,Country|Rock,Los Angeles/ CA,34.05349,-118.24532,0
TRAXQZA128F1463DEB,Rock,Heston/ Middlesex/ England,51.4855,-0.37196,8
TRBHOXV128F92FBB72,Country,Madisonville/ TN,35.52069,-84.36354,13
TRAAZQW128F93430DC,Folk|Rock,Vermillion/ SD,42.78668,-96.92803,12
TRAHIJE128F4243356,Rock,Ft. Lauderdale/ FLORIDA,26.12367,-80.14356,13
TRAIELD128F92DC682,Rock,Nashville/ Tennessee,36.16778,-86.77836,13
TRAUJTZ12903CF7BB4,Rock,Freehold/ NJ,40.23447,-74.29504,7
TRAFRYJ128F92E638B,Electronic|Rock,Cleveland/ OH,41.50471,-81.69074,13
TRAYWHE128F92E9D6A,Country,Atlanta/ GA,33.74831,-84.39111,13
TRBCWYJ128F93213A1,Pop|Folk,Dublin/ Ireland,53.34376,-6.24953,8
TRATRMZ128F42A9AAC,Rock,California - LA,34.05349,-118.24532,0
TRAMEDG128E07933F4,Rap|RnB,London,51.50632,-0.12714,8
TRBIGRY128F42597B3,RnB,Ibadan/ Nigeria,7.37884,3.89527,6
TRAREDZ12903CFB6E3,Pop,Sweden,62.19845,17.55142,4
TRAPOYU128F42644C3,Rock,New York,40.71455,-74.00712,7
TRAEVLO128F933DE9E,Reggae,New York/ NY,40.71455,-74.00712,7
TRAEFON128E078C6F8,Rock,Lincoln Park/ MI,42.25147,-83.18186,13
TRANULO128F422E6FE,Metal,Bogota/ COL,4.65637,-74.11779,9
TRAPMRB128E078E21E,Rap,London,51.50632,-0.12714,8
TRAKLEZ128F4270649,Folk|Pop,NY - New York City,40.71455,-74.00712,7
TRAFTCT128F425A900,Pop|Jazz,Newton-le-Willows/ Merseyside/ England,53.45644,-2.63265,8
TRAKXPE128F1462FF2,Country,Aiken/ SC,33.56173,-81.72239,13
TRBDNGV128F42895AE,Country,Madisonville/ TN,35.52069,-84.36354,13
TRBGPCC128F428FF02,Metal,Venice/ CA,34.05349,-118.24532,0
TRBFHRA128F424D28A,Blues|Rap,Chattanooga/ TN,35.04644,-85.30946,13
TRBAUVN128F932FEF8,Pop,Kentwood/ LA; Los Angeles/ CA,34.05349,-118.24532,0
TRAHBOV128F92EF77A,Rock|Punk,Mass. - Western,42.18419,-71.71818,7
TRAPDIO128F933C680,Rock,Toronto/ Ontario/ Canada,43.64856,-79.38533,7
TRBGHJG128F428ADB4,Rock,Orange County/ CA,33.6671,-117.76505,0
TRAKDCQ128F42A247A,Rap,Harlem/ New York/ NY,40.8079,-73.9454,7
TRAQPHD128F4226E5E,Rock,Ghent/ Belgium,51.05563,3.72856,8
TRBFLFI128F427F374,Rock,Austin/ TX,30.2676,-97.74298,1
TRBDFCT128F4285E05,Country,McMinnville/ TN,35.68094,-85.77449,13
TRBETVK128F4288B49,Rock|Blues,San Francisco/ CA,37.77916,-122.42005,0
TRAAABD128F429CF47,Rock|RnB,Memphis/ TN,35.14968,-90.04892,13
TRBBAKH128F92FA339,Rock,Anderson/ IN,40.10216,-85.67869,13
TRARJEK128F930B3AA,Blues,Dallas/ TX,32.77815,-96.7954,1
TRAUEYX12903CEAF48,Rock,Melbourne,-37.81753,144.96715,2
TRAZCOX128F42B6555,Rock,UK,54.31407,-2.23001,8
