track_id,genre,lyrics
TRAADQX128F422B4CF,Electronic|Rock,i|8 the|4 you|10 to|4 a|1 me|1 it|5 not|2 my|2 is|1 of|2 your|2 that|3 are|1 we|3 will|3 all|1 be|2 have|4 so|2 but|1 when|5 time|1 come|3 was|1 if|3 got|1 make|3 way|2 would|2 at|1 back|2 could|2 been|1 again|2 still|2 us|1 alway|1 home|2 ever|1 everyth|1 alon|1 place|1 friend|1 left|1 move|1 same|1 other|1 sin|1 rememb|4 kiss|1 wish|1 two|1 found|1 becaus|1 miss|1 forget|1 first|1 men|1 went|1 meet|1 mother|1 sinc|1 &|5 darl|1 read|1 buy|1 book|1 sore|1 pair|1 dull|1 twin|1 
TRAADYB128F92D7E73,Jazz,i|23 the|18 you|31 and|4 me|3 it|2 not|6 my|6 will|3 for|3 be|3 love|3 so|2 know|3 this|2 with|2 just|2 can|6 go|5 one|3 see|10 feel|2 want|5 as|5 by|5 heart|3 how|3 more|19 onli|6 tri|3 wo|6 about|2 everi|2 much|3 lost|2 without|2 free|3 year|5 arm|3 goe|2 grow|4 becom|2 mad|2 somehow|2 imagin|3 sigh|2 
TRAAENC128F1451DE9,Rock,i|46 the|9 you|3 to|10 and|20 a|14 me|1 it|2 not|4 in|2 my|9 of|1 that|7 do|2 on|3 are|2 am|11 all|3 for|6 love|1 so|7 know|2 this|2 but|2 what|9 when|1 like|1 now|2 can|4 go|1 up|4 oh|1 out|8 was|3 see|1 if|4 got|4 never|1 from|1 he|8 would|6 here|4 how|1 could|3 need|2 look|4 more|3 caus|6 gonna|4 been|1 tell|2 man|3 too|4 onli|4 his|1 find|8 good|2 over|2 said|8 call|2 alway|2 had|2 lie|2 head|2 believ|2 their|1 much|4 friend|1 burn|1 off|2 play|1 free|2 use|2 myself|6 sleep|1 star|1 real|2 open|4 door|4 enough|3 miss|1 ask|2 hide|1 deep|2 bodi|2 knew|1 money|2 lay|1 moon|3 soon|4 crazi|1 red|1 went|2 gave|1 den|1 hair|1 brother|1 read|1 top|1 return|1 spirit|2 scare|1 smoke|1 smell|1 price|1 paper|1 drug|1 bottl|2 ran|1 church|1 present|1 confess|1 class|1 honest|2 shop|2 admit|4 fanci|1 teacher|1 wore|2 daili|1 indian|2 motiv|2 shave|2 
TRAAFMS128F933AB23,Latin|Rock,a|7 me|2 no|1 que|3 de|3 la|8 y|4 en|2 el|2 se|3 por|2 con|1 al|5 como|2 los|1 son|2 las|1 todo|4 del|1 quiero|1 esta|1 ser|2 cuando|1 voy|3 tan|1 fue|2 ojo|1 hombr|5 ayer|1 agua|5 forma|1 pasado|1 voce|3 luce|1 nueva|1 abr|1 
TRAAGCZ128F93210FD,Pop|Rap,i|1 the|8 you|5 to|2 and|28 a|1 me|1 it|43 not|4 in|21 my|1 is|3 of|1 your|8 that|2 do|3 on|3 are|2 we|5 will|7 all|1 for|1 no|2 so|2 this|3 with|2 just|5 when|2 like|2 now|2 time|1 come|4 there|1 up|2 out|4 get|52 got|1 from|3 feel|1 want|1 let|36 take|1 would|1 at|1 away|1 yeah|5 by|2 here|20 how|2 right|1 through|1 too|1 or|1 keep|1 mind|1 us|1 girl|1 turn|2 then|1 into|5 walk|1 head|2 believ|1 ya|33 insid|1 soul|2 anoth|1 new|2 burn|2 peopl|2 break|2 start|29 without|1 move|1 free|1 bring|1 two|1 lose|2 everybodi|6 till|2 bodi|3 beat|1 ha|12 fade|1 follow|1 shit|1 past|1 step|2 control|1 hit|1 men|1 slow|2 kid|1 fast|1 sick|1 top|1 act|1 jump|1 minut|1 loud|1 five|1 ahead|1 deal|1 bang|1 stupid|4 trip|1 gate|1 rhyme|1 rhythm|1 runnin|32 west|1 club|1 neck|1 test|1 south|1 ill|1 woah|3 movin|1 mo|1 east|1 bust|1 north|1 collect|1 wow|1 coz|1 inner|1 solut|1 spine|1 base|1 inch|2 aha|6 bob|1 effect|1 ow|6 correct|1 tradit|1 disconnect|1 delus|1 
TRAAGEC128E079252C,Electronic,i|13 the|8 you|8 to|4 and|4 me|3 it|1 not|1 in|2 my|2 is|4 of|1 do|2 on|1 are|2 we|1 am|4 all|1 no|1 be|2 love|2 know|1 this|1 with|1 just|1 like|5 can|1 oh|1 one|1 they|2 if|1 from|1 want|1 make|2 would|1 by|1 heart|1 here|2 how|1 could|1 need|2 where|1 die|1 who|1 man|1 tri|1 an|1 still|1 us|1 around|1 turn|1 did|1 everyth|1 insid|1 chang|1 sing|1 should|2 move|1 real|1 sound|1 sure|1 wall|1 learn|1 grow|1 tomorrow|1 pull|1 floor|1 send|1 pictur|1 build|1 crawl|1 fail|1 confus|1 metal|2 wire|1 american|1 engin|1 frighten|1 liquid|1 plug|1 
TRAAGJV128F1464090,Pop,i|21 the|2 you|10 to|22 and|6 a|2 me|2 it|10 my|7 is|4 will|5 all|2 for|1 no|1 be|1 have|1 know|1 but|2 with|2 what|1 just|1 when|1 like|1 time|1 oh|2 was|1 if|20 got|1 he|2 want|15 would|5 her|2 night|1 where|1 through|1 too|5 whi|1 keep|1 his|1 hand|1 leav|1 walk|1 gone|1 has|1 cri|20 alon|1 left|1 play|1 same|1 danc|2 mine|1 smile|1 door|1 till|1 reason|1 fade|1 nobodi|1 happen|5 king|1 ring|1 parti|5 wear|1 queen|1 record|1 suppos|1 surpris|1 johnni|3 holdin|1 awhil|1 birthday|1 
TRAAGPF12903CE027E,Country,i|8 you|9 to|6 and|3 me|3 my|3 your|1 that|1 am|1 will|10 all|1 be|2 love|3 so|1 know|2 but|1 when|2 if|2 life|1 our|2 too|1 then|2 call|2 wait|1 hear|2 alon|1 blue|1 own|1 true|2 mean|1 clear|1 becom|2 ring|1 answer|2 dear|1 belong|4 echo|1 offer|1 refus|1 
TRAAGPJ128F428CD1B,Rock,i|11 the|2 you|9 to|3 and|6 me|3 it|10 not|10 in|4 my|2 is|4 of|1 your|2 do|2 on|2 are|3 am|1 all|1 no|4 be|1 have|1 love|2 so|3 know|2 just|3 when|1 like|1 up|1 they|2 if|2 never|6 from|1 say|1 would|1 as|1 ca|1 night|1 caus|2 gonna|1 die|4 right|1 man|1 too|1 or|2 whi|2 mind|1 wo|4 long|1 good|1 some|1 call|1 face|1 gone|1 word|1 place|1 anoth|1 care|1 move|1 wrong|2 put|1 free|1 gotta|1 talk|1 mine|1 fire|1 dead|1 mean|1 yes|1 smile|1 bad|1 togeth|1 came|6 ai|1 bed|2 cut|1 gun|1 stone|1 dog|1 pretend|1 dawn|1 spend|1 chain|1 ball|1 law|1 loos|1 poison|1 cruel|1 knife|1 cup|1 rope|1 leavin|1 shove|1 drank|1 dusk|1 
TRAAHEG128E07861C3,Rap,i|10 the|16 you|2 to|6 and|6 a|6 me|3 it|13 not|3 in|6 is|4 of|2 your|3 that|2 do|3 on|5 are|1 we|4 am|2 will|2 all|1 for|3 no|1 be|1 have|1 so|5 this|3 with|1 what|1 when|3 like|5 now|4 come|1 there|3 go|1 up|1 la|1 they|1 out|4 down|3 from|1 he|1 way|1 would|1 day|1 at|2 by|1 how|2 could|1 night|1 look|2 caus|1 right|1 tell|4 live|1 again|1 around|2 said|1 call|1 hold|1 run|1 walk|1 them|1 ya|5 yo|4 friend|1 new|1 than|1 play|1 hope|1 bring|1 fuck|1 cold|1 open|1 line|1 onc|1 ride|1 roll|1 son|1 ai|1 town|1 em|1 wall|1 air|2 water|1 citi|2 lay|1 shit|3 red|1 blow|1 pull|1 pay|1 hot|2 summer|1 troubl|1 wear|1 nowher|1 dog|1 build|1 comin|1 hole|1 radio|2 phone|1 shoe|1 ass|3 check|1 crack|1 spit|2 block|1 weather|2 highway|1 action|1 jack|1 niggaz|1 doctor|4 pound|1 motherfuck|3 clown|1 dick|1 piss|1 dj|1 callin|1 whip|1 brick|2 dope|1 funk|2 rob|1 ridin|1 stack|1 sourc|1 tap|1 fucker|1 duck|1 gear|1 memphi|1 dalla|1 chicago|1 fo|1 squad|1 stalk|1 kickin|1 beef|1 blunt|1 
TRAAIAE128F42AC53D,Country,i|9 you|4 to|4 a|3 me|1 it|2 not|4 in|5 my|5 is|1 of|5 that|2 we|2 will|3 have|3 love|2 so|3 but|1 just|3 time|4 up|2 oh|1 they|2 want|2 make|1 say|3 ca|4 life|3 heart|1 been|1 live|5 dream|3 mind|2 still|2 long|1 has|1 stop|4 made|2 blue|1 those|1 onc|1 happi|1 knew|1 broken|1 though|1 memori|2 apart|1 sinc|1 hour|1 yesterday|3 heal|1 ago|1 stood|1 lonesom|2 useless|2 
TRAAIHL128F92E6DDA,RnB,i|32 the|16 you|20 to|21 and|3 a|5 me|22 it|5 not|5 in|2 my|5 is|2 of|3 your|1 that|2 do|3 on|10 we|6 am|13 will|6 all|3 for|1 no|1 be|5 have|1 love|11 so|1 know|3 with|1 just|1 when|1 like|1 can|12 come|7 go|6 up|1 oh|4 one|1 they|4 down|10 get|4 was|4 if|2 never|4 feel|1 want|2 let|3 way|5 say|1 ca|1 day|4 babi|1 life|1 back|14 how|8 night|1 need|2 our|6 where|1 eye|1 thing|5 more|1 gonna|1 tell|8 again|3 give|4 dream|1 wo|1 girl|2 everi|1 did|1 home|2 hold|1 walk|3 ever|1 face|1 believ|2 alon|1 god|4 new|1 stop|1 pleas|4 without|1 wrong|5 put|1 gotta|1 same|1 seem|1 use|4 open|1 done|1 lose|1 mani|1 until|3 hurt|1 goe|4 reason|4 chanc|1 strong|4 moment|1 somebodi|4 anymor|1 trust|1 perfect|4 sorri|3 knee|8 blame|1 tight|1 point|1 spirit|1 finger|1 etern|1 pride|1 forgiv|2 insan|1 heal|1 beg|3 realiti|1 prove|1 explain|1 swallow|1 darlin|1 bend|8 pillow|1 guarante|1 drivin|1 termin|1 
TRAAJJG128F4284B27,Rock,i|33 the|9 you|16 to|13 and|10 a|3 me|10 not|8 in|4 my|7 is|2 your|1 that|2 do|6 on|3 are|2 am|1 will|6 all|1 for|1 be|4 have|11 so|2 know|5 this|2 but|1 what|2 when|1 one|3 down|4 get|2 see|2 got|11 from|1 want|1 way|1 as|2 ca|1 day|2 at|1 yeah|2 back|2 by|2 here|1 need|4 where|1 eye|1 more|3 caus|3 right|2 think|2 through|1 man|1 again|12 keep|1 an|1 over|1 hand|1 light|1 into|2 lie|1 hear|1 gone|1 head|1 believ|2 insid|1 stay|1 off|1 should|1 without|1 watch|1 put|1 myself|12 fight|1 while|1 black|1 found|1 door|1 behind|1 hate|1 round|3 broken|1 wall|1 sit|1 fade|1 control|1 empti|1 drink|3 hang|4 floor|1 stare|1 warm|1 belong|1 shame|1 slip|1 drown|3 hole|1 suffer|1 alreadi|1 crawl|1 slowli|1 held|1 problem|1 mirror|1 sink|1 bare|1 bottl|1 diseas|1 anger|1 prison|1 cryin|1 judg|1 monkey|1 drain|1 coat|1 defeat|1 obsess|1 kneel|1 purpos|1 kitchen|1 strap|1 medic|11 proclaim|1 
TRAAJYX128F4255568,Reggae,i|15 the|36 you|30 to|13 and|7 a|12 me|4 it|34 not|2 in|10 my|1 is|6 do|14 on|18 are|10 we|13 will|8 all|1 for|2 so|3 with|27 just|8 like|1 go|2 up|1 oh|2 down|4 see|6 if|6 got|2 feel|2 let|2 make|1 way|1 say|6 take|10 ca|1 yeah|12 how|1 night|3 gonna|2 right|1 through|1 or|2 girl|1 wanna|11 then|1 call|2 did|1 leav|1 play|4 sky|4 care|1 move|1 wrong|1 talk|2 far|1 real|1 line|1 rock|10 ooh|9 ah|4 first|1 alright|2 follow|1 young|2 soon|6 lead|1 slow|2 fun|2 summer|11 read|1 desir|1 jump|1 alreadi|1 sail|10 almost|2 imagin|1 midnight|12 deal|1 guid|5 passion|10 breez|11 moonlight|2 bottom|1 rockin|2 limit|4 excit|1 ecstasi|13 cute|4 conclus|1 
TRAAKAS128F4246013,Rock,i|4 the|5 to|3 it|1 my|1 is|1 of|1 your|1 will|3 for|5 be|2 what|1 when|3 feel|1 want|1 make|1 day|3 away|3 again|1 noth|1 wait|6 pain|1 real|1 kind|1 born|1 skin|1 across|1 crawl|3 drug|1 ach|1 nail|1 
TRAAMES128F42AF068,Rock,i|10 the|8 you|1 to|8 and|7 a|3 me|2 it|3 not|3 in|1 my|6 is|3 of|1 your|1 on|3 am|4 will|2 all|2 for|2 be|1 love|1 know|1 this|2 just|1 come|3 one|1 out|1 was|1 from|3 feel|2 let|2 make|1 way|2 life|3 heart|3 how|4 night|1 thing|1 again|2 tri|1 well|1 an|2 light|4 into|2 hold|1 run|3 lie|1 everyth|1 insid|2 soul|1 hope|2 free|1 use|1 sin|1 myself|1 rain|2 kill|1 breath|1 smile|1 lose|2 door|1 shine|1 today|4 broken|1 rise|1 past|1 faith|2 human|3 within|3 knee|1 search|1 straight|1 shame|1 desir|3 pride|1 shut|1 choos|2 job|2 fix|1 underneath|1 anger|1 shown|1 highest|1 greater|1 insecur|1 
TRAAMPA128F92E7D0D,Punk,i|17 you|4 to|4 and|5 a|20 me|8 it|18 not|2 my|1 is|8 of|6 do|2 are|1 we|5 will|5 be|5 have|3 love|1 know|13 but|2 what|3 now|4 there|1 get|1 feel|2 babi|1 by|1 our|1 eye|1 more|3 caus|2 live|1 too|1 still|3 some|1 alway|8 lie|14 than|3 own|1 use|4 forev|1 togeth|1 sometim|1 part|4 control|1 sens|2 pride|2 surviv|1 stranger|1 danger|1 frighten|4 
TRAAOIN128F9303790,Rock,the|8 you|5 to|1 and|2 a|10 it|6 not|2 in|1 is|1 of|6 your|1 that|5 on|1 are|3 we|3 all|2 for|1 have|1 this|2 but|1 with|1 what|4 like|2 time|2 come|3 there|1 up|3 one|2 out|1 down|5 get|1 was|3 got|1 from|1 he|8 want|1 way|1 say|1 take|2 at|1 here|2 could|1 need|2 look|1 more|1 die|1 right|1 think|1 again|1 still|3 his|2 turn|2 hand|1 had|1 hear|1 head|1 hey|16 befor|1 last|1 new|1 off|2 por|1 play|1 thought|1 danc|1 someon|1 those|1 kill|1 door|1 bad|1 roll|3 son|2 round|1 after|1 heard|1 shake|1 abov|1 bed|1 slow|1 tast|1 throw|1 bone|1 flow|1 dog|1 kick|1 hole|1 dress|1 snow|2 hill|1 ball|4 quick|1 brand|1 tune|4 wife|1 west|1 diseas|1 eh|1 ill|1 wick|1 stain|1 east|2 angri|1 sam|1 x3|1 worn|1 witch|1 repent|1 rag|1 termin|1 duck|1 knot|1 fuss|1 letra|1 
TRAAOJI128F1458DCD,Rock,i|1 the|7 you|6 to|2 and|4 a|1 me|2 it|3 not|6 in|2 my|1 is|1 of|2 your|6 that|5 do|7 on|3 are|3 we|5 will|2 all|1 for|1 no|1 have|2 this|5 with|1 what|1 just|1 time|1 come|1 there|1 they|1 out|3 feel|1 let|1 by|1 need|4 our|1 tell|1 an|1 girl|1 good|2 about|1 hand|1 had|1 their|2 god|1 soul|1 him|1 stop|1 tonight|1 move|2 danc|5 real|1 everybodi|1 best|1 war|1 sit|1 land|2 heard|1 men|1 shake|2 hous|1 power|2 gun|1 near|1 repeat|1 great|1 hot|1 hour|1 train|1 brother|5 throw|1 across|2 evil|1 point|1 ocean|2 chain|1 wide|1 ass|2 shoot|1 sister|5 spread|1 view|1 news|1 prove|2 grab|1 histori|1 stuff|1 groov|9 throat|1 motion|1 funki|2 itself|1 thang|9 presid|1 lend|1 cruis|1 general|1 increas|1 unhappi|1 advanc|1 
TRAAPIV128F1493132,Rock|Blues,the|10 to|3 and|1 a|4 it|6 in|1 is|2 of|7 that|1 on|1 are|10 we|27 all|3 for|9 have|6 so|2 know|1 but|3 what|6 just|1 time|1 get|4 see|1 if|1 from|1 way|2 would|2 day|1 by|1 here|6 how|1 our|5 look|1 where|1 thing|4 right|4 been|3 tell|1 who|1 through|5 onli|1 tri|2 or|4 dream|1 an|1 us|3 then|1 light|1 everyth|3 stay|4 move|1 dark|1 far|1 true|1 must|4 mean|2 shine|1 mani|1 came|1 understand|2 listen|1 until|4 learn|3 each|1 everyon|1 pay|2 sinc|1 differ|2 answer|2 within|1 search|2 travel|1 singl|3 price|2 guid|1 univers|1 hidden|1 began|1 island|1 brighter|1 
TRAAPPQ128F14961F5,Rock,i|2 the|10 and|2 a|9 it|6 is|1 of|8 your|8 that|8 on|30 we|4 all|2 have|2 so|2 what|8 go|2 got|4 let|2 say|2 take|4 babi|1 fall|1 head|8 has|1 gotta|10 fire|12 side|8 big|2 town|8 aliv|2 most|1 fell|1 higher|4 dos|1 cheap|1 neon|16 salli|1 carol|1 
TRAAQBF12903CF796B,Rock,the|7 to|4 and|2 a|8 in|2 of|3 your|1 on|2 are|4 we|4 will|4 all|2 be|5 have|6 now|5 oh|1 out|1 if|2 from|2 let|1 make|1 as|2 day|4 away|1 heart|1 here|2 our|2 more|2 who|2 through|2 us|4 littl|5 light|1 friend|2 star|2 year|2 onc|2 togeth|2 shine|2 yourself|4 happi|2 upon|2 hang|2 faith|2 near|2 troubl|2 dear|2 sight|1 mile|1 christma|8 fate|2 golden|2 gather|2 merri|9 allow|2 gay|1 highest|2 
TRAAQCK128F92E8C33,Pop,i|29 the|6 you|30 to|17 and|8 me|7 it|15 not|7 in|4 my|8 is|2 of|5 that|6 do|5 on|1 are|2 we|1 am|3 for|3 no|2 be|3 have|2 love|6 so|4 know|3 this|2 but|5 with|6 what|3 just|1 there|1 one|3 out|1 get|1 if|3 want|4 say|6 would|2 ca|2 back|3 by|2 how|1 look|2 eye|2 more|1 been|2 think|1 give|2 onli|2 tri|1 mind|1 us|1 long|1 about|1 littl|2 said|1 were|1 wait|1 run|1 lie|1 head|1 word|3 these|1 than|1 off|1 show|1 chorus|3 pleas|1 seem|1 kill|8 two|1 lose|2 morn|1 round|1 under|2 els|1 took|2 guess|3 veri|1 bed|1 next|1 three|2 cover|2 scare|2 ice|1 tongu|1 rather|1 confus|2 suppos|1 surpris|2 warn|1 sunday|1 sudden|1 thin|1 becam|1 x3|1 tip|1 repli|2 skate|2 
TRAAQIH128F428BDEA,Rap,i|17 the|17 you|15 to|26 and|8 a|19 me|4 it|3 not|6 in|4 my|11 is|9 of|7 your|8 that|1 do|7 on|7 are|3 we|1 am|4 will|5 all|1 for|10 no|2 be|3 have|6 love|3 so|3 know|3 this|7 but|5 with|7 what|8 just|2 when|2 like|2 now|6 can|7 go|1 they|4 down|1 want|1 make|3 take|1 would|1 ca|1 at|2 away|1 by|1 need|1 where|1 been|4 tell|2 think|1 who|3 live|2 give|2 or|1 keep|1 well|1 an|3 wo|1 us|3 call|1 everi|1 were|1 face|1 their|1 someth|1 much|1 these|1 sun|1 pleas|1 without|1 free|1 name|1 danc|5 dead|1 those|1 star|1 kill|9 open|1 enough|1 work|1 death|1 street|1 until|1 under|1 kind|1 road|1 anyth|1 shit|2 crazi|1 everyon|1 blow|1 promis|1 apart|1 between|1 pay|1 skin|1 floor|4 hot|1 wear|1 wave|2 rule|2 cover|1 number|1 question|1 jump|1 buy|7 radio|1 clean|1 bar|1 race|1 cuz|3 deni|1 glass|1 key|1 school|1 countri|1 sell|2 heat|1 style|1 fit|1 edg|1 sex|1 tender|1 join|1 leg|1 swim|1 person|1 park|1 distanc|2 art|2 rap|1 offer|1 nail|1 bill|3 card|2 suicid|1 sale|1 attent|1 due|1 tag|1 class|1 freez|1 led|1 shell|1 hunt|1 ticket|1 common|1 score|4 lane|1 abl|1 tip|1 meat|1 chick|1 pool|1 polit|1 tour|1 pant|1 pin|1 knowledg|1 film|4 burst|1 extra|1 limb|1 sir|1 charg|1 sleev|1 earn|1 burnt|1 lame|1 egg|1 disappoint|1 major|1 credit|1 rapper|1 safeti|1 version|1 group|1 market|1 fragment|1 butcher|4 unhappi|1 trunk|1 aid|1 cd|1 
