track_id,artist_location,artist_latitude,artist_longitude
TRAPVXU128F149E7CD,London/ England,51.50632,-0.12714
TRBDNZI128F14A9065,London/ England,40.71455,-74.00712
TRAICJQ12903CF2681,,nan,nan
TRAVOLQ128F9322DB4,,nan,nan
TRATJXC128F93124CE,Brenham/ TX,30.16602,-96.39998
TRAKMLM128F14932B0,katy,29.78772,-95.82333
TRAWRHQ128F1495E6B,Niteroi/ Brazil,nan,nan
TRBHJLT128F1460832,Arizona,34.16788,-111.9307
TRAYDYV128F42906E1,Fort Meyers/ FL,27.9758,-81.54106
TRAMBLO128F4287D24,,nan,nan
TRAQEUQ128F425282E,POLAND,nan,nan
TRALNOD128F4264AEB,Santa Monica/ CA,nan,nan
TRAMFFW128F4263AD7,London/ England,nan,nan
TRAWFZB128F92FFB99,San Francisco/ CA,37.77916,-122.42005
TRANGIY128F427FA51,Los Angeles/ CA,34.05349,-118.24532
TRATKAA128F426E8A0,Ireland,53.41961,-8.24055
TRAHHMV12903CD0B0D,Orlando/ FL,28.53823,-81.37739
TRAUVVR128F425A925,London/ England,51.50632,-0.12714
TRAKUJS128F14668E5,San Antonio/ TX,29.42449,-98.49462
TRBFMTO128F9322AE7,London/ England,51.50632,-0.12714
TRBFUXQ128F145B135,Georgia,32.67828,-83.22295
TRBEWCS128F428BA34,Los Angeles/ CA,34.05349,-118.24532
TRAUPSV128F427B621,,nan,nan
TRAPSHW128F14560A6,Oklahoma City/ OK,35.472,-97.52033
TRAHORF12903CDA9FB,Corte Madera CA,nan,nan
TRANZRO128F4278401,SAN ANTONIO/ Texas,29.42449,-98.49462
TRABPGO128F931B50C,Bridgeport/ CT,41.18466,-73.19907
TRADCHC128F42134B5,Davis/ CA,38.54666,-121.74477
TRARKGW128F92EB8F9,NL,nan,nan
TRAPAZE128F4233355,Pittsburgh/ PA,nan,nan
TRBFUNY128C7196B7D,San Fransisco/ CA,37.27188,-119.27023
TRBGFUW12903CA0E6B,Detroit/ MI,42.33168,-83.04792
TRANRWM128F42873F9,Tempe/ AZ,nan,nan
TRAAGJV128F1464090,New York/ NY,40.71455,-74.00712
TRAYGYF128F930CA01,,nan,nan
TRBDEXM128F4291A7F,,nan,nan
TRAYEGN128F9361233,,nan,nan
TRADGXI128F92EF28F,San Francisco/ CA,nan,nan
TRAPUFL128F425A8F9,Newton-le-Willows/ Merseyside/ England,53.45644,-2.63265
TRAPLMD128F932FF43,Los Angeles/ CA,nan,nan
TRANPXL128F42B8FED,,nan,nan
TRBCWOW128F1467692,,nan,nan
TRACHHH128E0788A35,Los Angeles/ California,34.05349,-118.24532
TRAFDFD128F14B07AB,,nan,nan
TRASSZL128F428FA5D,,nan,nan
TRARPTJ12903CE2898,,nan,nan
TRBHNEU128F426E873,Ireland,53.41961,-8.24055
TRAMUYQ128F428CA58,Chicago/ IL,41.88415,-87.63241
TRAOWXO128E0783F68,Glasgow/ Scotland,55.8578,-4.24251
TRANLRX128F4259030,,nan,nan
TRAGLFE128F428566B,,nan,nan
TRAZTBZ12903CFB6DA,Sweden,62.19845,17.55142
TRAASUZ128F9314950,Bakersfield/ CA,nan,nan
TRATJSR128F4266791,The Bronx/ New York,nan,nan
TRARBGM12903CC5026,Mass. - Boston,42.31256,-71.08868
TRARANL128F1478789,Chicago,nan,nan
TRAMOPU128E07888FD,Chicago/ IL,41.88415,-87.63241
TRBGNAF128F9339532,New Hampshire,44.00118,-71.6342
TRBBXEG128F424EC2C,Halifax/ Nova Scotia/ Canada,44.64616,-63.57392
TRAGEQI128F429154D,Madison/ Wisconsin,43.07295,-89.38669
TRAZSVT128F92DEC7B,,nan,nan
TRAVLNW128F4272F05,Peru,-9.18134,-75.00236
TRAWZRG128F1489B24,Hermosa Beach/ CA,33.86404,-118.39535
TRACFOJ128F4253EFA,,nan,nan
TRAFBML128F93163FB,,nan,nan
TRBFVZI128F147FCAF,Chiswick/ London/ England,nan,nan
TRAYJHF128F4294CB8,Mogadishu/ Somalia,nan,nan
TRAWSYF128F149431A,Volos/ Greece,39.37413,22.95775
TRAIPST128F9302AE9,St. Joseph/ MO,nan,nan
TRAZXDC128F429874E,Kingston/ Jamaica,nan,nan
TRAQSWI128F9343039,Vermillion/ SD,42.78668,-96.92803
TRAMBBV128F9337714,Pittsburgh/ PA,nan,nan
TRAAPPQ128F14961F5,Athens/ GA,nan,nan
TRAWLGG128F42884CA,Atlanta/ GA,nan,nan
TRAWBOE128F92F2F46,Seattle/ WA,47.60356,-122.32944
TRAHCHN128F4276D58,Arles/ France,nan,nan
TRAKWXV128F42889FB,Newbury Park/ CA,34.18806,-118.94151
TRAEBXS128F429933A,Kentwood/ LA; Los Angeles/ CA,34.05349,-118.24532
TRBBYOI128F4256732,Los Angeles/ CA,34.05349,-118.24532
TRBFBUO128F42A3DED,Eskilstuna/ Sweden,nan,nan
TRAYKOC128F930D2B8,Boston/ MA,nan,nan
TRAUVUF128F148D1AA,New Jersey,nan,nan
TRAWTGS128F14569A8,London/ England,nan,nan
TRBFBOG128F9356C6E,allentown Pennsylvania USA,nan,nan
TRAAXUY128F426BA55,Los Angeles/ CA,nan,nan
